student_ID,total_study_time,active_days,total_submissions,avg_score,avg_daily_study_time,avg_daily_submissions
f9ef2830cd485d038b53,84.08,1,31,2.419,84.08,31.0
e3b920878572dbcf8c9e,18.85,1,38,2.632,18.85,38.0
93iq4xjhvlc8072fsfet,228.55,62,138,0.978,3.69,2.23
nl4vt11ikn4we06zu0zj,343.65,64,150,1.033,5.37,2.34
cnqyqc90n3ixrlc3mri7,354.22,58,126,0.817,6.11,2.17
yb4sqfrwu788fa6y4zeb,154.92,64,129,0.643,2.42,2.02
kpw433bcv21ksp1wgrux,287.5,68,142,1.099,4.23,2.09
wxgj9kdmdrmullrthnso,234.67,62,149,0.899,3.78,2.4
bvz9hmtzknu45wvb0yaw,314.35,58,139,1.108,5.42,2.4
1kvfwfp2hr5hjxjxzjqd,174.42,61,143,0.902,2.86,2.34
m3y8jkkgflwqwcelrwzz,274.17,62,135,0.963,4.42,2.18
fov3pbwdqzvhgcjp7o9f,267.43,67,161,0.845,3.99,2.4
3iz4t53ooerb6sruxf3n,415.27,65,140,1.086,6.39,2.15
8ajv97zyciosc57q0cng,357.2,64,158,0.924,5.58,2.47
i8gdglua8vbd4ul9x09f,286.38,67,150,0.9,4.27,2.24
qd5cqu3du8n28xxtkftw,380.6,69,163,1.049,5.52,2.36
fvlb9xi66oze7eo3yhdh,379.6,61,158,0.987,6.22,2.59
4fl8e5s0nf65bm2m34f0,243.32,61,139,0.971,3.99,2.28
4glo109mkgy7azntyttp,246.57,54,132,1.03,4.57,2.44
cunf3y04zq0f90dgy36j,249.7,62,150,0.76,4.03,2.42
wbdvbdebq64ujpi9u7mn,219.15,61,135,0.956,3.59,2.21
0gfiioqi5g8djhh1wzol,311.55,63,148,0.919,4.95,2.35
fb735wd248crm37cgmgw,221.35,61,126,1.056,3.63,2.07
zon2ut7eqwqd7i86etaw,307.57,60,138,0.877,5.13,2.3
1hrtipd0awjpggdje5e2,233.82,68,148,0.75,3.44,2.18
hcm6w0jxnfqhkpm745cu,361.47,69,153,0.915,5.24,2.22
z0ti2nr5nh9fpad7wntt,364.82,51,129,1.031,7.15,2.53
44x159fl0pw2uucriuga,234.78,65,147,1.122,3.61,2.26
7c2qxvccum7f93e8ohgt,208.95,70,149,0.953,2.98,2.13
d6qgzp196pwnzk7agyn6,336.93,64,165,0.927,5.26,2.58
alj4azvv1eqg1cyr3ae3,176.07,61,133,1.068,2.89,2.18
vqz1prz6hwnqepxsieip,256.43,66,135,0.926,3.89,2.05
4xh67ezjc331pg9q3kfv,492.9,62,151,0.887,7.95,2.44
t8a5fgt3wo8w18amulu3,138.07,56,111,0.91,2.47,1.98
7r0ywonplo8up7m35eav,173.37,64,126,0.929,2.71,1.97
no0afrue2n6m8hcnuek1,399.13,73,173,0.936,5.47,2.37
ymb5gxf0fi27kpj2f101,329.57,59,131,0.885,5.59,2.22
d93519b044de1fa037b0,148.7,2,51,1.902,74.35,25.5
afc99b4940e933922aca,341.72,13,176,0.631,26.29,13.54
c5d83404b165578ef794,319.58,11,102,1.314,29.05,9.27
dcd0562f8fb44933cb08,146.97,7,84,1.083,21.0,12.0
7694d71417c2f5202940,319.4,9,177,0.729,35.49,19.67
3ba42ec5350aacb0750a,1132.97,18,374,0.741,62.94,20.78
e9b6fa8a87469779d732,852.92,30,251,0.733,28.43,8.37
cafe5989da5dfed9f404,1013.15,30,405,0.484,33.77,13.5
d52b119f8da2a1812722,410.77,15,165,0.715,27.38,11.0
11dae4659d30031a10dd,379.37,23,188,0.899,16.49,8.17
ec4897070f2d3b6eab89,483.78,18,116,1.147,26.88,6.44
a3a0e2129e405aef3d87,324.97,6,80,1.325,54.16,13.33
a06fdb8743c4d4ef09fe,196.45,23,109,1.202,8.54,4.74
3ff069e95a9047dbfa8b,577.95,23,243,1.037,25.13,10.57
016226278e6a69e10aa4,766.25,33,253,0.557,23.22,7.67
7c1d8516e6c2ab2d3030,135.15,8,85,1.506,16.89,10.62
453d43b3f6bdf467e672,733.88,35,271,1.428,20.97,7.74
6fe309a58b787e7010eb,585.68,31,281,0.626,18.89,9.06
d8ed5a1897987ffdeaed,522.82,21,126,1.365,24.9,6.0
99a53846658ba3341de6,654.87,11,120,1.2,59.53,10.91
3919286d3d8c4f4d339c,631.6,37,202,0.748,17.07,5.46
4a6e1cf1e4e9d8f54717,222.58,4,60,2.033,55.65,15.0
0fc996fff93c00ca5ced,971.12,33,514,0.37,29.43,15.58
aa83cf5fc68c1dcb5038,615.17,17,173,1.202,36.19,10.18
c9c946fe211251af32d1,453.23,26,188,0.979,17.43,7.23
bb3328d3b1eecb5e1a8a,930.7,20,454,0.469,46.53,22.7
5f7b406b2bbf9789735f,176.07,19,108,0.991,9.27,5.68
61de1e21015e07aacbe8,1220.55,20,445,1.009,61.03,22.25
5m6lgwi0mkqs8ilg3qqs,195.67,15,96,1.073,13.04,6.4
d1e44a91dd4f37c03d43,390.33,9,134,0.97,43.37,14.89
7bb37669654dedc7e397,379.98,14,142,0.965,27.14,10.14
061db2c91f94c612f2d4,331.12,12,64,2.047,27.59,5.33
76fe2c19fa84d58b584b,516.98,21,248,0.544,24.62,11.81
f36a755a3fa5db5c0743,464.9,17,156,1.019,27.35,9.18
cf7f9c2c6872be9bf2d6,582.42,24,213,1.122,24.27,8.88
b8162292f2171005c2ba,788.28,18,316,0.576,43.79,17.56
a8350dcececa0b02dd14,470.67,10,191,1.157,47.07,19.1
c99e6802625540e4d1e2,221.83,9,90,1.433,24.65,10.0
cade7d478dac7020a79b,268.17,16,147,0.769,16.76,9.19
20f97b68982d1b2f5c73,716.07,13,287,0.443,55.08,22.08
6d22912e7e93a96a8690,92.12,10,55,1.945,9.21,5.5
db0bcf208cbed26d0bfe,134.07,2,51,2.098,67.03,25.5
90f3fbedfce50f644011,1214.82,13,513,0.37,93.45,39.46
728a4a393899c37a5429,332.45,11,72,1.861,30.22,6.55
e3d0782396c346359a8f,307.5,9,116,1.19,34.17,12.89
9d02a160cd171c5f4c18,308.52,5,156,0.84,61.7,31.2
9952cc289c9f690621ec,301.22,11,85,1.494,27.38,7.73
0c57caf5358d30408034,438.88,6,186,0.747,73.15,31.0
93f451c36b535d39003d,217.48,2,62,1.516,108.74,31.0
ac4d829c715fb0c36ad5,56.9,4,47,2.128,14.23,11.75
0d4a3518a188f6888380,42.58,1,55,2.109,42.58,55.0
fqcud1c5mt7pdp9w0v6y,204.52,61,120,0.892,3.35,1.97
rq44ojyrvdtad0tzsm32,417.5,66,172,0.802,6.33,2.61
h6miro3m8713s3dxuipr,384.37,58,136,0.949,6.63,2.34
lexte4gc3dvjb7ty0qf5,244.9,66,141,0.972,3.71,2.14
6dx4zt62b8m37krb5l3n,295.2,68,159,0.95,4.34,2.34
oi7j42phxrp4mc1n9h4b,170.75,63,124,0.919,2.71,1.97
i5hexmb5zlzhd8lvwdv3,201.05,58,123,0.821,3.47,2.12
cp4d94b2v0ws6am7mvuw,215.23,56,123,0.789,3.84,2.2
6cxj0lsinp9d7215gtpe,298.37,72,166,1.006,4.14,2.31
t7x7ydt3u1cd2svfvk4q,228.7,65,133,1.045,3.52,2.05
6iag08nt7se7f2hkgzx4,379.63,63,142,0.965,6.03,2.25
d3tt41de5iashfjr1txr,233.83,59,124,0.879,3.96,2.1
uk8sadmdmw8p7e22l2yr,375.33,79,170,0.988,4.75,2.15
svxexhg20hs3bbqd4fm7,390.55,63,144,0.84,6.2,2.29
3p34idi1traz2k8j0ulk,303.83,65,150,0.9,4.67,2.31
t9a891e0764br5ujna1a,396.13,70,152,0.875,5.66,2.17
zeuj820acn6zhcbx617v,405.42,64,155,0.91,6.33,2.42
i1fr7kd71b2ni39kn958,469.07,64,136,0.735,7.33,2.12
tvsgkf4oqh769h40lj43,427.82,69,159,0.918,6.2,2.3
buv73728fa9viqgrz5mj,275.13,68,131,0.786,4.05,1.93
w1uwjc89gv68yxkutpoe,185.3,67,144,0.715,2.77,2.15
fkenlzdweox7v0zaopqo,313.73,65,131,0.87,4.83,2.02
uy29im7a6hnc34lfp8ae,315.68,66,144,0.833,4.78,2.18
kilhyvtskm84umerpjee,160.68,66,144,0.896,2.43,2.18
8urc1lsyw615q5prnxwh,374.68,68,166,0.765,5.51,2.44
jyaxybaq8vui614ytd8i,295.63,67,149,0.933,4.41,2.22
ijieo064jbrs5ss1cmol,271.25,58,139,0.906,4.68,2.4
zc7xkcpo969z98kh6bg8,354.12,65,187,0.834,5.45,2.88
4vnvytgnlmv4jbfw9h3t,211.3,66,130,1.085,3.2,1.97
pv0c4za1m616k25gfwfb,353.33,68,144,0.951,5.2,2.12
mqqf68ny1kdp6i69i7tt,413.12,65,141,0.851,6.36,2.17
9a25hcbd3mhgaj0fyelo,266.12,65,136,0.926,4.09,2.09
9lfh7vk4u8eh6zz1dmvp,212.55,65,129,0.798,3.27,1.98
xsxczvs8iluovs3pt5q7,291.17,67,133,0.789,4.35,1.99
reo07h0d5zehmotdlz2w,206.83,60,123,0.976,3.45,2.05
2d526c27123e59103e29,1348.58,29,477,0.721,46.5,16.45
488fc49e8fccd665c3e2,825.35,27,428,0.388,30.57,15.85
be032ee60c336e4701e0,301.85,7,149,0.987,43.12,21.29
19793e7e55b68c8dd776,361.72,15,127,1.094,24.11,8.47
fe752a6d1aa3d710d738,653.23,28,251,0.55,23.33,8.96
912794ea0c6936c83ce2,692.52,37,231,0.654,18.72,6.24
17e429460d5fda251953,940.67,20,402,0.423,47.03,20.1
2e3e7cbe0e69add8d31a,284.15,8,60,1.617,35.52,7.5
4bceaffe5e429ed3333b,311.88,16,80,1.3,19.49,5.0
f22c9341431a6123f670,454.53,11,129,1.093,41.32,11.73
0107f72b66cbd1a0926d,326.73,17,119,1.227,19.22,7.0
4c26df96293b4a52bc03,561.38,21,149,0.906,26.73,7.1
8e25bcfa51d165f162f6,411.07,9,81,1.457,45.67,9.0
9ee3e6df01c7cc22d066,856.03,20,287,0.669,42.8,14.35
42e83553ca9d77ab4aee,530.12,18,166,1.223,29.45,9.22
ba563fef8484139dc84d,533.9,18,194,0.619,29.66,10.78
9b1c065069dbb7a71617,525.18,10,264,0.485,52.52,26.4
1fa4f2361b8a03040292,641.9,31,187,0.856,20.71,6.03
82da6d26645f8f71bd61,435.68,17,78,1.5,25.63,4.59
a9554f5c3d61d05617e1,522.47,17,167,1.084,30.73,9.82
2e2c00240c341a4265e3,336.07,30,132,1.333,11.2,4.4
4e768251c78b687fa993,795.62,32,258,0.802,24.86,8.06
6964a3d507ac1ecf9e52,1140.82,36,425,0.553,31.69,11.81
03754dce5ec7731fb3e2,688.22,28,246,1.577,24.58,8.79
4738a118c8b8fa271fd6,465.6,18,137,1.088,25.87,7.61
2af634997fba501740c2,513.7,22,191,0.969,23.35,8.68
c9e6e9322dd7054e618c,322.58,14,86,1.291,23.04,6.14
d72abe041b8db9118e70,439.43,18,113,1.071,24.41,6.28
b0a62c35bfc7f529e83b,385.52,17,125,0.896,22.68,7.35
a856f10303ba34926fdd,635.17,21,133,1.12,30.25,6.33
951678e2f3db4cd9911d,358.78,9,87,1.759,39.86,9.67
b34d4dc5b6c5fd7c5def,377.63,12,75,1.587,31.47,6.25
430420fb41fe0a889868,745.2,18,254,1.224,41.4,14.11
e17f01453906e3ae5716,725.77,22,320,0.516,32.99,14.55
d536120baaef5495c028,320.82,13,147,0.776,24.68,11.31
2ecb7fb5ff8899614c12,424.9,12,208,0.654,35.41,17.33
d6f3f410bbb24244d270,496.48,16,167,1.257,31.03,10.44
67f8d47cfb7b7b3d2095,828.2,19,271,0.535,43.59,14.26
a0fa57995e3e8cdcc13a,574.75,16,257,1.393,35.92,16.06
fe40bd528b4fbbf591e1,724.4,24,205,0.79,30.18,8.54
be52205cb48c05e10567,77.8,6,55,0.255,12.97,9.17
03e0c9bff3a9557480d9,530.95,16,130,1.008,33.18,8.12
60c3549c706fe13322ce,521.73,17,145,0.862,30.69,8.53
2826ec26211d83efd2c6,427.43,28,168,0.875,15.27,6.0
6b9ee688551136da2eb9,247.82,17,119,0.899,14.58,7.0
454c91e8f96c1dc4e994,819.73,21,263,0.7,39.03,12.52
854ce9f7f4d7b6115854,291.2,13,80,1.412,22.4,6.15
d103bd9455fb9258c805,309.25,10,120,0.992,30.93,12.0
13de1d3a55477a0c0329,178.6,11,135,0.83,16.24,12.27
pg8ucem69ixbqhznx0x2,237.85,52,118,0.924,4.57,2.27
vzdurh8f0rfus5h4bde2,338.82,61,139,0.863,5.55,2.28
ucxxvfcovdwuokyswife,330.45,60,139,0.791,5.51,2.32
yums89f0epz009xrrwrf,345.97,57,129,0.86,6.07,2.26
4y1vvkscejq34042oag4,310.42,58,129,0.946,5.35,2.22
ng2c52g74hfaudyxmm6m,387.12,64,167,0.856,6.05,2.61
ttsjumez81r1ot6tfe7n,199.32,58,125,0.904,3.44,2.16
m3xzctvbxlbxz80zz042,262.07,64,137,0.781,4.09,2.14
1nebcwra7a0fduy8c1fa,445.77,59,143,0.713,7.56,2.42
z9q10sbk27qpuvatlkuw,355.88,58,141,0.589,6.14,2.43
cgydhui8n3uoxbq5rznl,289.4,63,140,0.721,4.59,2.22
sdun9fmcol7sud39mllw,366.38,67,163,0.755,5.47,2.43
csxiwtz34vm9vr0kbryx,430.27,68,167,0.778,6.33,2.46
4v5xbvn3yhmvs97477pc,278.35,56,135,0.926,4.97,2.41
g5wbnnhq1jbyc32q3003,306.95,66,146,0.856,4.65,2.21
ulowmljtsh72z64haltq,249.45,62,138,0.725,4.02,2.23
19rc4zj7sw4ms0996992,233.73,60,143,0.874,3.9,2.38
mn8t0yyppsznr674ic1a,296.45,64,143,0.622,4.63,2.23
isavn2ahb9n5z1q8win5,352.75,54,127,1.024,6.53,2.35
uhky1uwx18u1e4nixzzf,252.45,61,145,0.841,4.14,2.38
h9urbo4ce8x02brjnloz,237.88,63,133,0.782,3.78,2.11
lewkf2owb42ywhfto9yf,388.83,65,147,0.81,5.98,2.26
p3cs5x8cxrwubesmagvl,373.87,65,159,0.83,5.75,2.45
u968v341lom8drwdzqqj,359.23,54,143,0.65,6.65,2.65
x8hocidvl3emcmrhw2f8,344.6,58,148,0.777,5.94,2.55
0sgnvj4zfg3xjjb9fl6h,301.83,58,135,0.889,5.2,2.33
7ddzwidmh4uwbopvlast,295.13,68,144,0.896,4.34,2.12
j8inicu0iafkpv3u9431,317.5,58,140,0.843,5.47,2.41
74g1r714u01v7nb4vn8w,533.13,60,152,0.855,8.89,2.53
em248gxmeso9cw0wzlv8,280.85,60,153,0.817,4.68,2.55
hoedc2pzfz6av5bn1jq3,182.9,60,133,1.008,3.05,2.22
3ywgcurp27qp1fydp27z,325.55,65,160,0.95,5.01,2.46
inyirhdpjahiguhs9e5b,304.32,69,151,0.801,4.41,2.19
flde3irykh8wauaj2fuw,310.67,59,140,0.736,5.27,2.37
1otvyki9oso9bg6ob16u,294.67,64,148,0.818,4.6,2.31
05e1c3ce1728da7e37e0,281.43,8,151,0.417,35.18,18.88
93f200d7351d4980fec6,955.6,16,194,0.969,59.72,12.12
4dfdfa5e1a04c832b9b4,884.13,23,394,1.17,38.44,17.13
151cd83784ab9007e8d8,622.03,33,334,0.725,18.85,10.12
8e1012c9f4775ba6a451,1122.45,21,511,0.364,53.45,24.33
413cbf664ac3ba8307ea,624.0,25,223,1.112,24.96,8.92
3bf7b3c9aa7d93ecb603,976.1,14,294,0.864,69.72,21.0
9ad512cc6cbd79aa81c7,349.92,21,104,1.212,16.66,4.95
71f6622e7caa6ed92506,350.0,20,113,1.319,17.5,5.65
2fe9648ea28753c73c2c,743.78,24,254,0.76,30.99,10.58
4474f24ef69e01e2c001,245.1,8,82,0.427,30.64,10.25
f81f52969ef1de783de3,530.3,17,162,0.92,31.19,9.53
b9c7c66c8b57b9d3c6fa,644.88,18,193,0.601,35.83,10.72
a95a606f0110653858b2,632.68,16,197,0.574,39.54,12.31
66d7c0bdb21b7d5bd83d,1019.05,20,655,0.403,50.95,32.75
c89e8b7b18082e2fa6df,595.97,17,226,0.673,35.06,13.29
522837ace4fd8dd743f2,1467.37,35,616,0.425,41.92,17.6
0df40593e76a840fd64b,725.67,18,422,0.393,40.31,23.44
952e59666bdde6dad94c,751.9,19,322,0.72,39.57,16.95
800d0095388d11344b78,344.98,10,123,0.927,34.5,12.3
d53a4fb612fb801fff3d,327.37,16,197,0.497,20.46,12.31
71ca74e191e71b0219b5,351.37,9,103,1.107,39.04,11.44
dddd7ba8769cf90bfd62,358.68,21,124,1.185,17.08,5.9
758a52e21fd5c23cd7ed,477.9,18,146,1.034,26.55,8.11
4cc0dc56eecea1d928d1,369.13,15,163,0.957,24.61,10.87
e62f7655cb5259abfbf1,407.68,22,186,0.683,18.53,8.45
0258f681a9e1756dfc76,915.0,36,489,0.431,25.42,13.58
8bf3625652581859dcd1,654.47,17,276,0.957,38.5,16.24
63c38a00d97e62c31e08,555.45,20,219,0.831,27.77,10.95
f9dde99f5db421171b51,1356.68,22,535,0.424,61.67,24.32
b1b3363b7086aaa99b0d,241.85,18,78,1.513,13.44,4.33
e4af37199530e9ea523c,806.3,22,260,0.638,36.65,11.82
204fdbe885269686a392,379.85,9,160,0.894,42.21,17.78
b1fbf77b475e79c3d413,574.98,7,351,0.385,82.14,50.14
7f1c076b22be73eef99b,708.45,23,309,0.906,30.8,13.43
b9a8b9ee84232efd7d61,454.35,19,129,1.465,23.91,6.79
52a24e35d5356ab34a2e,438.55,17,198,0.788,25.8,11.65
5abcc9d4fb5e764b2f6f,567.03,19,257,0.759,29.84,13.53
04f2689b4ea16d8d7d9a,1341.43,38,607,0.568,35.3,15.97
2db6dd71f1d07300382c,275.18,16,80,1.4,17.2,5.0
d2c5423ea5fa0a995264,360.9,11,112,1.036,32.81,10.18
81c441973fd4e024d60a,1123.15,41,314,0.682,27.39,7.66
83b54209fa2b1055369b,539.48,27,181,1.133,19.98,6.7
9ee4ff457095eaf23309,641.0,22,243,0.588,29.14,11.05
b6808721d4a7900e360a,1461.48,21,467,0.657,69.59,22.24
f05247f3d32a4bf5a6df,600.7,20,351,0.422,30.04,17.55
6fc66606e74242398444,689.23,17,298,0.668,40.54,17.53
5a44a7c59729d41d596a,84.6,3,48,0.667,28.2,16.0
05e6d9723ab3cde0841d,1264.03,16,600,0.365,79.0,37.5
2a515047aa9d085849a2,928.92,31,293,1.024,29.97,9.45
3f34e3108d1108dab0fd,243.43,17,77,2.026,14.32,4.53
42dd5f9cd9e2c3ac9ed7,370.77,16,162,0.698,23.17,10.12
e5cab2ae37f3a9ed4f46,326.9,8,141,0.681,40.86,17.62
ca10145a308249ed82e9,648.72,12,132,1.174,54.06,11.0
5cda8273b348fbda9f29,756.48,15,269,1.078,50.43,17.93
96c23b85b0b4ffdc3cae,429.1,11,124,1.161,39.01,11.27
329622100fe091a4c48c,651.55,38,434,0.581,17.15,11.42
2933a3227c7ce7fe21eb,193.07,15,95,1.0,12.87,6.33
3dba043eb6065ad3a343,84.68,5,40,0.275,16.94,8.0
8a9f3822aaa08e579e4f,429.42,4,121,1.174,107.35,30.25
1367d35cf39783effa7a,233.05,5,73,0.685,46.61,14.6
c6ab0de398cfcbd21dc5,242.75,5,109,1.064,48.55,21.8
4e508744a9816cc4586a,158.27,5,81,1.296,31.65,16.2
o3jddioub8dsv0fm22qn,199.63,62,134,0.799,3.22,2.16
4130weedl0x9hc7qe5a4,272.47,67,154,0.714,4.07,2.3
aqpg6qwtponj9ojmx6ls,186.03,61,137,0.672,3.05,2.25
pgknalznufvmvwgc1ca8,370.22,69,146,0.781,5.37,2.12
oc0ww31yssff9rktgowo,194.63,72,153,0.869,2.7,2.12
rsclhbtmbxt0xrye64ax,229.33,64,142,0.789,3.58,2.22
orubxhpr5e1heat93ue4,200.68,66,135,0.778,3.04,2.05
4x441h9y6wzknmtdw7q4,285.25,64,147,0.932,4.46,2.3
2a6ap0t2rsvoogmydj3a,258.33,65,143,0.671,3.97,2.2
daty5mq7b20bkt2c2zfs,236.33,72,156,0.615,3.28,2.17
hhplrx9xd7cm2w7aslma,385.33,71,155,0.574,5.43,2.18
xgvqpyg5mro3wihwngur,387.65,73,160,0.8,5.31,2.19
jnupp0jsv1kjsvbzlnrr,117.65,63,119,0.639,1.87,1.89
u9owl1eky0jf8t3nc50o,177.0,67,152,0.691,2.64,2.27
ubi6gd21j9e9rw46hoz6,308.1,67,139,0.64,4.6,2.07
tv0sptqq56ri3dpcd9nl,338.23,67,166,0.639,5.05,2.48
8kvpozl8kjupzd4yvwbv,152.53,63,130,0.615,2.42,2.06
m6p2hujqw21vc4lyt3f3,164.38,61,137,0.562,2.69,2.25
nx4zicy1jbulkuen41s5,238.68,74,157,0.631,3.23,2.12
xnvmb8uox3576k142awg,154.93,67,134,0.56,2.31,2.0
nkr2o4v6q9alvt7ju51e,322.02,62,142,0.704,5.19,2.29
01qkq6w2v62cimidb3b7,227.2,66,127,0.843,3.44,1.92
tp8x8dgd7d6dhpth8xni,235.65,61,126,0.754,3.86,2.07
uhthvh60xp911d47x7xm,206.88,71,142,0.746,2.91,2.0
a30afe3tftu3pgsdxxdq,99.63,57,121,0.719,1.75,2.12
9nfrfi8p7oktnfr9c30b,218.8,71,158,0.601,3.08,2.23
34qcy2qj5lij7g82hpvw,209.03,71,146,0.685,2.94,2.06
mhufhb84kyqgs0anwy1d,230.63,65,138,0.79,3.55,2.12
1afepx549ssnar1m9acp,218.0,70,151,0.649,3.11,2.16
j605t14y7ie6vr2n8s2c,366.65,58,139,0.727,6.32,2.4
zq3xohaut5o9dbd9064z,295.78,69,149,0.638,4.29,2.16
me4d1o3nzhyoj0xfast0,205.75,65,129,0.822,3.17,1.98
p611flt77czmqgut14jl,205.77,55,138,0.638,3.74,2.51
zuw35j06tzftt6oon4c5,328.88,69,159,0.799,4.77,2.3
f527k17lr4aumahjtj92,168.35,66,139,0.504,2.55,2.11
33184c1cba6a37cdbda2,863.93,10,417,0.439,86.39,41.7
3f81bf9625e47ca1963f,398.58,15,133,0.992,26.57,8.87
8bece93f0b270602e64f,371.92,15,136,0.919,24.79,9.07
27cc9165eef05eb1733f,275.67,6,103,1.223,45.94,17.17
3c37e3ad275dcdd39e2c,877.52,15,201,0.816,58.5,13.4
46e2d5243b6eef040f97,307.45,21,102,1.441,14.64,4.86
37f3b3d773c5c073bc9a,306.93,24,107,1.393,12.79,4.46
96dc0554852b5a94a400,397.18,7,145,0.703,56.74,20.71
6273f50d9a0b4e6d971c,415.17,10,112,1.295,41.52,11.2
4478eae73fb84cedb102,677.98,23,271,0.557,29.48,11.78
0a7f1a73361654329281,319.77,18,122,0.926,17.76,6.78
301f57984e5d2969c938,533.4,18,146,0.986,29.63,8.11
3b3b2319b0995f149ecc,795.65,10,248,0.73,79.57,24.8
3313c40ea45a87f9d2e7,477.15,15,113,1.513,31.81,7.53
81931021ce711e124d0b,1004.97,24,355,1.006,41.87,14.79
9294393fcd13593bc537,559.05,23,186,1.022,24.31,8.09
31741464205aa8cdb4f5,481.28,25,154,1.279,19.25,6.16
c63d5a67687762a9f967,558.33,19,166,1.259,29.39,8.74
ad29c5822807dabe497c,690.12,22,267,0.704,31.37,12.14
6fefd33cf297f69bcae3,973.68,34,415,0.802,28.64,12.21
17dda5f588bed077c742,582.88,15,263,1.24,38.86,17.53
6d90c2fd38f2ea52ffd8,457.83,10,155,1.226,45.78,15.5
fcf6463f948b24ac7cd8,338.53,16,120,1.058,21.16,7.5
d1df92e9d19fb2f22ebb,1038.95,18,429,0.818,57.72,23.83
72d383f55803c5a81bd6,507.53,25,195,1.523,20.3,7.8
c20c86d30d19b39745e2,566.6,25,159,1.107,22.66,6.36
f26c1d520ac39293c68a,1231.1,26,439,0.528,47.35,16.88
bc48d03763657ec4aa63,1090.12,18,269,1.253,60.56,14.94
09e4bfadd7e012c37c7c,415.77,13,142,1.134,31.98,10.92
fc39de3859d890b9693d,597.1,13,223,0.74,45.93,17.15
a94a32ebd5f7d177053a,426.55,11,193,0.808,38.78,17.55
9b43f5fcb5d592a689af,543.02,22,192,0.974,24.68,8.73
b26aab632fd33a01020a,420.93,18,122,1.557,23.39,6.78
074d7f43de7264306775,681.35,10,212,0.533,68.13,21.2
fabad359607dabbaaed4,420.13,20,130,1.377,21.01,6.5
d6d6e7da792fdf0106f0,397.92,22,122,0.992,18.09,5.55
e6b9a4292b6a8e8e0ef0,193.2,11,52,2.058,17.56,4.73
9493dac6dc982d2b3dbe,989.08,18,425,0.478,54.95,23.61
9104b8987aefa9d8e884,420.9,10,105,1.314,42.09,10.5
7ec5fc60b1ce755e0e17,659.8,28,330,1.267,23.56,11.79
24ca7714d40e2fe53821,424.92,11,150,0.9,38.63,13.64
16c505069c1e5c2bece5,128.37,2,59,2.119,64.18,29.5
69a4b3d15a5bf0d0e43e,406.67,7,174,0.644,58.1,24.86
6abeead45fd57abadaff,413.88,10,163,0.883,41.39,16.3
5e89fad73b2ada2a30bf,460.62,17,164,0.841,27.1,9.65
94066a900026329cd5cd,1144.3,21,282,0.95,54.49,13.43
0bb8692f43a372e8d967,403.32,24,123,1.179,16.8,5.12
e224221a9971f9f45489,675.57,20,207,1.295,33.78,10.35
c42aff1f9940e24491cc,445.82,14,96,1.49,31.84,6.86
a34fbbb7d9a19eb82450,412.53,23,122,1.246,17.94,5.3
3c71b62d597098c4cd18,300.3,16,103,1.262,18.77,6.44
43d34a076620e32fedfa,711.22,19,228,0.781,37.43,12.0
eec0307b4d47609d6933,1118.62,25,370,0.557,44.74,14.8
d45eea92ed42431d9076,382.38,13,94,1.372,29.41,7.23
fe5cf715d9c94fc7779e,324.97,3,77,1.688,108.32,25.67
1f56b6bda24efafcf3a4,547.03,16,212,0.986,34.19,13.25
c682f6819dfbfc964bc7,984.47,14,219,0.932,70.32,15.64
81e59e96ce9bd6a76bdb,391.05,9,140,1.157,43.45,15.56
a96027a83196027cf822,613.68,11,167,1.257,55.79,15.18
f964ee6bca634319a68f,792.58,8,278,0.978,99.07,34.75
c35834f349db8ef7c591,916.7,16,330,0.752,57.29,20.62
7f91b4ad141d21887b79,772.72,14,236,0.712,55.19,16.86
a11b89c60677835e450c,445.4,9,104,1.817,49.49,11.56
lf5hmkicbiuolk7khwwb,294.13,46,150,0.84,6.39,3.26
4ewf46mylf75olvvihqj,170.45,55,135,0.941,3.1,2.45
u2rchqp6tof1bkr07izf,297.37,55,127,0.953,5.41,2.31
nrv5a6tr3ya2iv3p5xpo,259.93,57,128,1.195,4.56,2.25
70ym0xeqaqmx14dv6myx,481.43,51,142,0.866,9.44,2.78
r7embk7pqzg5g5p245x4,303.02,60,148,0.98,5.05,2.47
b2imd0ms1p4fxkfcpygc,233.47,54,125,0.992,4.32,2.31
jv67r7eqa9z2a1777eex,438.45,55,151,1.053,7.97,2.75
8jo5o2abn697lg482k0e,144.58,56,124,0.895,2.58,2.21
ezdogkk0jqt4nvvvbnxp,228.43,56,126,0.976,4.08,2.25
wf7yq9n2spgto3w5ad9r,227.6,59,142,0.908,3.86,2.41
p9enp5lzhiufas1xpd8p,298.43,53,131,0.84,5.63,2.47
lx7vfcjhdxzh2wkt42hc,313.73,55,158,0.88,5.7,2.87
dwg6k0ka5vuwzo5h11m0,357.78,55,156,0.917,6.51,2.84
5jxldd3plo4x6oq140l5,344.5,59,160,1.106,5.84,2.71
orgvbr9mbmfo4z8tbsa3,245.67,52,147,0.816,4.72,2.83
3w0b2b1gz9i1nhmtab7s,328.85,53,145,0.91,6.2,2.74
22fey6dqzcrm0jbtfnmm,501.62,57,157,1.083,8.8,2.75
4atjmlccken75lck9ffp,237.33,51,119,0.891,4.65,2.33
tuidsy7wcktf3jppecp5,411.63,56,161,0.981,7.35,2.88
gzthlilac9ixoayq02u1,315.98,61,154,1.104,5.18,2.52
